Hovedinstitution;Institutionsnummer;Institutionsnavn;Enhedsart;Adresse;Postnummer;Postdistrikt;Vejkode;Beliggenhedskommune;Beliggenhedsregion;Geokode: Breddegrad;Geokode: Længdegrad;Institutionsleder;Telefonnummer;E-mail adresse;Webadresse;Institutionstype, nr;Institutionstype, navn;Undervisningsniveau;Ressortministerium;CVR-nummer;P-nummer;Ejerkode, nr;Ejerkode, navn;Administrativ kommune;Aktivkode, nr;Aktivkode, navn;Ajourdato;Oprettelsesmåned;Nedlæggelsesdato
;545006;Deutsche Privatschule Apenrade;Institution uden enheder;Svinget 15;6200;Aabenraa;1748;Aabenraa Kommune;Region Syddanmark;55.0459238;9.41069822;Berit Kynde;7462 2008;info@deutscheschuleapenrade.dk;www.deutscheschuleapenrade.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;16339814;1001082725;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;14/01/2025;194705;
;545007;Deutsches Gymnasium Für Nordschleswig;Institution uden enheder;Svinget 26;6200;Aabenraa;1748;Aabenraa Kommune;Region Syddanmark;55.04634606;9.41035431;Jens Mittag;7462 2636;rektor@deutschesgym.dk;www.deutschesgym.dk;1062;Private gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;47594928;1003327857;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;03/11/2017;195908;
;545008;Aabenraa Statsskole;Institution uden enheder;Forstalle 14;6200;Aabenraa;0419;Aabenraa Kommune;Region Syddanmark;55.04506269;9.41155785;Lone Lundorff Mailandt-Poulsen;7462 2311;Aabenraa@Statsskole.dk;www.statsskole.dk;1061;Gymnasier og HF-kurser;;Børne- og Undervisningsministeriet;29723133;1003321641;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/06/2024;192008;
;545009;Høje Kolstrup Skole;Institution uden enheder;Nyløkke 4;6200;Aabenraa;1216;Aabenraa Kommune;Region Syddanmark;55.06207118;9.4094295;John Skovby;7376 8300;hojekolstrupskole@aabenraa.dk;www.hkolstrupskole.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189854;1003327717;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/11/2023;197808;
;545011;Aabenraa Friskole;Institution uden enheder;Bjerggade 26;6200;Aabenraa;0110;Aabenraa Kommune;Region Syddanmark;55.05281179;9.41665423;Jon Venzel Sønderby;7462 8610;post@aabenraafriskole.dk;www.aabenraafriskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;61936912;1002143761;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;12/04/2021;198008;
;545016;10. klasse Aabenraa;Institution uden enheder;Dronning Margrethes Vej 13;6200;Aabenraa;0275;Aabenraa Kommune;Region Syddanmark;55.04209392;9.41363051;Lene Vadgaard Christensen;7376 8775;10@aabenraa.dk;www.10aabenraa.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189854;1010521153;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;15/03/2021;200108;
;545210;Aabenraa Ungdomsskole;Institution uden enheder;Dronning Margrethes Vej 13;6200;Aabenraa;0275;Aabenraa Kommune;Region Syddanmark;55.04209392;9.41363051;Stig Munk-Hansen;7376 7800;ung@aabenraa.dk;www.ungaabenraa.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;10;Børne- og Undervisningsministeriet;29189854;1003327699;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;17/08/2018;196008;
;545300;Aabæk Efterskole;Institution uden enheder;Jørgensgård Skovvej 101;6200;Aabenraa;0777;Aabenraa Kommune;Region Syddanmark;55.05253645;9.45896319;Thomas Frickmann;7462 5063;aabaek@aabaek.dk;www.aabaek.dk;1010;Efterskoler med samlet særligt tilbud;9;Børne- og Undervisningsministeriet;29586128;1001648730;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;15/11/2019;197008;
545406;545406;Social- og Sundhedsskolen Syd;Hovedskole (institution med enheder);Bjerggade 4 M;6200;Aabenraa;0110;Aabenraa Kommune;Region Syddanmark;55.05039808;9.41878827;Lotte Dalegaard Pedersen;7333 4300;sosu@sosu-syd.dk;www.sosu-syd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;29556482;1003320992;4;Selvejende, statslige;;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;25/11/2019;199405;
545406;280740;Social- og Sundhedsskolen Syd, Sønderborg afd. BC Syd;Afdeling (underordnet enhed);Søndre landevej 30;6400;Sønderborg;2116;Sønderborg Kommune;Region Syddanmark;54.9071941;9.80854152;Lotte Dalegaard Pedersen;7333 4300;sosu@sosu-syd.dk;www.sosu-syd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;29556482;1021057602;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;09/04/2025;201601;
545406;280741;Social- og Sundhedsskolen Syd, Campus Tønder;Afdeling (underordnet enhed);Martin Hammerichsvej 3;6270;Tønder;1052;Tønder Kommune;Region Syddanmark;54.94106547;8.85658243;Joan Jessen;7333 4300;sosu@sosu-syd.dk;www.sosu-syd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;29556482;1021057599;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;22/11/2019;201601;
545406;281085;Social- og Sundhedsskolen Syd, Haderslev;Afdeling (underordnet enhed);Christiansfeldvej 31A;6100;Haderslev;0181;Haderslev Kommune;Region Syddanmark;55.26012908;9.4928259;Lotte Dalegaard Pedersen;7333 4300;sosu@sosu-syd.dk;www.sosu-syd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;29556482;1024124483;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;22/11/2022;201812;
545406;281517;Social- og Sundhedsskolen Syd, Aabenraa;Afdeling (underordnet enhed);Bjerggade 4M;6200;Aabenraa;0110;Aabenraa Kommune;Region Syddanmark;55.05039808;9.41878827;Lotte Dalegaard Pedersen;7333 4300;sosu@sosu-syd.dk;www.sosu-syd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;29556482;1003320992;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;15/09/2020;202009;
545406;281924;Sundhedscampus Ahlmann;Afdeling (underordnet enhed);Kongevej 35;6400;Sønderborg;1016;Sønderborg Kommune;Region Syddanmark;54.90929695;9.79512796;Lotte Dalegaard Pedersen;7333 4300;sosu@sosu-syd.dk;www.sosusyd.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;29556482;1031415116;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;03/09/2025;202403;
;545901;Fjordskolen;Institution uden enheder;Åbjerg 8b;6340;Kruså;2276;Aabenraa Kommune;Region Syddanmark;54.84755148;9.40398884;Tina Mätzke;7376 6733;fjordskolen@aabenraa.dk;fjordskolen-aabenraa.aula.dk;1015;Specialskoler for børn;10;Børne- og Undervisningsministeriet;29189854;1003632218;2;Kommunale;Aabenraa Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;20/10/2025;195903;
;550000;Tønder Kommune;Institution uden enheder;Rådhuset, Wegners Plads 2;6270;Tønder;3013;Tønder Kommune;Region Syddanmark;54.9324955;8.86861605;;7492 9292;toender@toender.dk;www.toender.dk;2013;Kommuner pr. 1/1-2007;;Social- og Ældreministeriet;29189781;;2;Kommunale;Tønder Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/12/2019;200701;
;550001;Branderup Friskole;Institution uden enheder;Tingvej 1;6535;Branderup J;1698;Tønder Kommune;Region Syddanmark;55.12637266;9.06294761;Joan Emiliussen;8993 4200;skole@br-fs.dk;www.branderup-friskole.dk;1013;Friskoler og private grundskoler;8;Børne- og Undervisningsministeriet;31311586;1014318212;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;13/05/2024;200808;
;550300;Højer Design Efterskole og Højer Fri Fagskole;Institution uden enheder;Søndergade 21;6280;Højer;1631;Tønder Kommune;Region Syddanmark;54.96208399;8.69405924;Kirsten Boyschau Hansen;7362 8900;kontor@designhojer.dk;www.hoejerdesignefterskole.dk;1011;Efterskoler;;Børne- og Undervisningsministeriet;30015878;1012800122;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/02/2026;200606;
;551003;Vorbasse Skole;Institution uden enheder;Stadionvej 9;6623;Vorbasse;0604;Billund Kommune;Region Syddanmark;55.62882635;9.08466523;Torben Precht Jensen;7972 7001;vorbasseskole@billund.dk;vorbasseskole.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189765;1003329010;2;Kommunale;Billund Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;06/11/2023;;
;551210;Billund Komm. Ungdomsskole;Institution uden enheder;Tinghusgade 9B;7200;Grindsted;0664;Billund Kommune;Region Syddanmark;55.75200234;8.92246465;Rikke Nedergaard;7213 1650;ung@billund.dk;www.ungbillund.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;;Børne- og Undervisningsministeriet;29189765;1003328993;2;Kommunale;Billund Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/11/2021;196108;
;553004;Blåbjergskolen - Lunde-Kvong;Institution uden enheder;Skolegade 59 Lunde;6830;Nørre Nebel;1100;Varde Kommune;Region Syddanmark;55.76247504;8.37023605;Lene Korsgaard;7528 2107;blaabjergskolen@varde.dk;blaabjergskolen.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189811;1003329095;2;Kommunale;Varde Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;06/03/2026;191608;
;553005;Blåbjergskolen - Outrup;Institution uden enheder;Storegade 59;6855;Outrup;1221;Varde Kommune;Region Syddanmark;55.72451439;8.34002875;Lene Korsgaard;7525 1082;blaabjergskolen@varde.dk;blaabjergskolen.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189811;1003329149;2;Kommunale;Varde Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;06/03/2026;191608;
;553007;Blåbjergskolen - Nr. Nebel;Institution uden enheder;Sønder Allé 18A;6830;Nørre Nebel;1268;Varde Kommune;Region Syddanmark;55.7776152;8.29519109;Lene Korsgaard;7528 8105;blaabjergskolen@varde.dk;blaabjergskolen.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189811;1003329162;2;Kommunale;Varde Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;06/03/2026;;
;553009;Blåbjerg Friskole;Institution uden enheder;Klintingvej 170, Stausø;6854;Henne;0666;Varde Kommune;Region Syddanmark;55.73874481;8.26442444;Johanne Ringgaard;7525 6604;skolen@bfri.dk;www.blaabjergfriskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;20849231;1004544867;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;06/03/2023;199808;
;553300;Frøstruphave Efterskole;Institution uden enheder;Frøstrupvej 140, Lunde;6830;Nørre Nebel;0333;Varde Kommune;Region Syddanmark;55.73752706;8.42318544;Anders Østerby;7528 2188;post@frostruphave.dk;www.frostruphave.dk;1011;Efterskoler;;Børne- og Undervisningsministeriet;72402316;1002371068;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/03/2018;198308;
;555001;Blåvandshuk Skole;Institution uden enheder;Skolevænget 12;6840;Oksbøl;1113;Varde Kommune;Region Syddanmark;55.62930865;8.27294604;Thomas Wollerup;7994 7399;Blaavandshukskole@varde.dk;blåvandshuk-janderupskole.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189811;1003329320;2;Kommunale;Varde Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;07/11/2025;197508;
;555401;Hærens Kampskole, Oksbøllejren;Institution uden enheder;Grærup Havvej 2, Gedbjerg;6840;Oksbøl;0412;Varde Kommune;Region Syddanmark;55.6176943;8.23713304;Chef for Hærens Kampskole;7654 1200;hks@mil.dk;www.kampskolen.dk;1082;Institutioner inden for politi, forsvar m.v.;;Forsvarsministeriet;11822282;1007699049;1;Statslige;;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;25/11/2019;197403;
;557001;Bakkevejens Skole;Institution uden enheder;Bakkevej 2;6740;Bramming;0031;Esbjerg Kommune;Region Syddanmark;55.46868553;8.70154896;Ditte Marie Baldersbæk;7616 9300;bakkevejensskole@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189803;1003329599;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;190611;
;557002;Darum Børneby;Institution uden enheder;Nørrebyvej 12, St. Darum;6740;Bramming;0671;Esbjerg Kommune;Region Syddanmark;55.43063114;8.65443625;;7616 8285;darumboerneby@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189803;1003329526;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;195410;
;557003;Gørding Skole;Institution uden enheder;Skolegade 16;6690;Gørding;0832;Esbjerg Kommune;Region Syddanmark;55.47316851;8.79659662;Christina Hald;7616 7700;goerdingskole@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189803;1003329496;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;;
;557005;Vejrup Børneby;Institution uden enheder;Skolevænget 3, Vejrup;6740;Bramming;0835;Esbjerg Kommune;Region Syddanmark;55.52332636;8.78344519;Ole Zoltan Göller;7616 6090;vejrupboerneby@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;7;Børne- og Undervisningsministeriet;29189803;1003329654;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;10/09/2025;196008;
;557006;Nordre Skole;Institution uden enheder;Gabelsvej 8;6740;Bramming;0215;Esbjerg Kommune;Region Syddanmark;55.47277834;8.69490224;Simon Wulff Hansen;7616 9460;nordreskole@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189803;1003329423;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;197108;
;557007;Friskolen i Bramming;Institution uden enheder;Gabelsvej 12 C;6740;Bramming;0215;Esbjerg Kommune;Region Syddanmark;55.47342415;8.69950914;Anna Lise Lunde Petersen;7517 2449;info@friskolen.dk;www.friskolen.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;25334892;1007574858;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;07/04/2022;200008;
;557300;Bramming Gymnastik- og Idrætsefterskole;Institution uden enheder;Gabelsvej 12;6740;Bramming;0215;Esbjerg Kommune;Region Syddanmark;55.47347151;8.69608133;Jan Primenta;7517 3833;kontor@brammingefterskole.dk;www.brammingefterskole.dk;1011;Efterskoler;10;Børne- og Undervisningsministeriet;18095513;1001429277;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/08/2026;189709;
;557302;Kjærgård Landbrugsskole;Institution uden enheder;Kjærgårdvej 31;6740;Bramming;0483;Esbjerg Kommune;Region Syddanmark;55.42184091;8.71281147;Lasse Iversen Hansen, forstander;7517 2900;kjls@kjls.dk;www.kjls.dk;1071;Erhvervsskoler m.v.;;Børne- og Undervisningsministeriet;42082228;1003079898;4;Selvejende, statslige;;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/08/2023;194911;
;557303;Sydvestjyllands Efterskole;Institution uden enheder;Kirkebrovej 7;6740;Bramming;0465;Esbjerg Kommune;Region Syddanmark;55.48614362;8.69695097;Tonny Dall Sørensen;7517 4299;se@s-e.dk;www.s-e.dk;1011;Efterskoler;10;Børne- og Undervisningsministeriet;50043614;1001942114;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/09/2019;197508;
559001;559001;Brørupskolen;Hovedskole (institution med enheder);Skolegade 2;6650;Brørup;0799;Vejen Kommune;Region Syddanmark;55.48158048;9.01959728;Helle Lauridsen;7696 1266;broerupskolen@vejenkom.dk;broerupskolen.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189838;1003329848;2;Kommunale;Vejen Kommune;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;24/11/2023;;
559001;280189;Brørupskolen, afdeling Skolegade;Afdeling (underordnet enhed);Skolegade 2;6650;Brørup;0799;Vejen Kommune;Region Syddanmark;55.48158048;9.01959728;Helle Lauridsen;7996 6740;broerupskolen@vejen.dk;broerupskolen.aula.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189838;1003329848;2;Kommunale;Vejen Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/11/2023;201104;
559001;280190;Holmeå Børnecenter;Afdeling (underordnet enhed);Hovborgvej 1;6650;Brørup;0359;Vejen Kommune;Region Syddanmark;55.5648162;9.01801661;Helle Lauridsen;7996 5151;holmeaabornecenter@vejen.dk;;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189838;1003329770;2;Kommunale;Vejen Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;24/11/2023;201104;
559001;559005;Brørupskolen, afdeling Byagervej;Afdeling (underordnet enhed);Byagervej 5;6650;Brørup;0107;Vejen Kommune;Region Syddanmark;55.48727195;9.01266193;Helle Lauridsen;7996 6730;broerupskolen@vejen.dk;broerupskolen.aula.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29189838;1003426366;2;Kommunale;Vejen Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;12/11/2025;198008;
;559007;Gjerndrup Friskole;Institution uden enheder;Gjerndrup, Surhavevej 31;6650;Brørup;0872;Vejen Kommune;Region Syddanmark;55.51703569;9.01230645;Rune Madsen;7538 4402;kontor@gjerndrupfriskole.dk;www.gjerndrupfriskole.dk;1013;Friskoler og private grundskoler;8;Børne- og Undervisningsministeriet;14153071;1000689482;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;13/08/2024;199008;
;561000;Esbjerg Kommune;Institution uden enheder;Rådhuset, Torvegade 74;6700;Esbjerg;8751;Esbjerg Kommune;Region Syddanmark;55.4722982;8.45313535;;7616 1616;raadhuset@esbjergkommune.dk;www.esbjergkommune.dk;2013;Kommuner pr. 1/1-2007;;Social- og Ældreministeriet;29189803;1003330912;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;22/10/2020;200701;
;561002;Bakkeskolen;Institution uden enheder;Skolebakken 166-168;6705;Esbjerg Ø;6962;Esbjerg Kommune;Region Syddanmark;55.48261445;8.48292913;Christian Varming;7616 3050;bakkeskolen@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189803;1003330687;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;196808;
;561003;Boldesager Skole;Institution uden enheder;Nørrebrogade 100;6700;Esbjerg;5920;Esbjerg Kommune;Region Syddanmark;55.4780712;8.46070105;Jens Skouboe;7616 2260;boldesagerskole@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189803;1003330572;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;192208;
;561004;Bryndum Skole;Institution uden enheder;Bryndumvej 14;6715;Esbjerg N;0978;Esbjerg Kommune;Region Syddanmark;55.52830431;8.46287886;Birgitte Lindberg Henriksen;7616 2900;bryndumskole@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189803;1003330444;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;195808;
;561005;Danmarksgades Skole;Institution uden enheder;Danmarksgade 53;6700;Esbjerg;1261;Esbjerg Kommune;Region Syddanmark;55.46793698;8.45056256;Lise Hadrup;7616 5920;danmarksgadesskole@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189803;1003330109;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;189401;
;561006;Fourfeldtskolen;Institution uden enheder;Ndr Fovrfeldvej 1;6710;Esbjerg V;5755;Esbjerg Kommune;Region Syddanmark;55.49905513;8.41787648;Troels Lynggaard Iversen;7616 2800;fourfeldtskolen@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189803;1003330547;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;196908;
;561014;Ådalskolen;Institution uden enheder;Åmoseparken 252;6710;Esbjerg V;9767;Esbjerg Kommune;Region Syddanmark;55.50769466;8.39816877;Anja Hansen;7616 6160;aadalskolen@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189803;1003330985;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;197408;
;561016;Rørkjær Skole;Institution uden enheder;Ringen 61-63;6700;Esbjerg;6460;Esbjerg Kommune;Region Syddanmark;55.46910264;8.46779527;Troels Agersnap Nielsen;7616 2650;roerkjaerskole@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189803;1003330626;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;193208;
;561018;Skads Skole;Institution uden enheder;Andrup Byvej 79;6705;Esbjerg Ø;0235;Esbjerg Kommune;Region Syddanmark;55.50314388;8.53840785;Nina Brogaard;7616 6200;skadsskole@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189803;1003329939;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;195908;
;561019;Spangsbjergskolen;Institution uden enheder;Skrænten 120;6700;Esbjerg;7091;Esbjerg Kommune;Region Syddanmark;55.48291343;8.4508585;Gitte Thorup;7616 3010;spangsbjergskolen@esbjerg.dk;www.skoler.esbjerg.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189803;1003330742;2;Kommunale;Esbjerg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/08/2024;195808;
